Date, Minor Trend, Major Trend, Pivot Price, Interpolated Pivot Price
12/04/2001, Up, Up, , 10162.297142857142857142857143, 
13/04/2001, Up, Up, , 10269.649285714285714285714286, 
14/04/2001, Up, Up, , 10377.001428571428571428571429, 
15/04/2001, Up, Up, , 10484.353571428571428571428572, 
16/04/2001, Up, Up, , 10591.705714285714285714285714, 
17/04/2001, Up, Up, , 10699.057857142857142857142857, 
18/04/2001, Up, Up, 10806.41, 10806.41, 14
19/04/2001, Up, Up, , 10744.514285714285714285714286, 
20/04/2001, Up, Up, , 10682.618571428571428571428571, 
21/04/2001, Up, Up, , 10620.722857142857142857142857, 
22/04/2001, Up, Up, , 10558.827142857142857142857143, 
23/04/2001, Down, Up, , 10496.931428571428571428571429, 
24/04/2001, Down, Up, , 10435.035714285714285714285714, 
25/04/2001, Down, Up, 10373.14, 10373.14, 7
26/04/2001, Down, Up, , 10430.3375, 
27/04/2001, Up, Up, , 10487.5350, 
28/04/2001, Up, Up, , 10544.7325, 
29/04/2001, Up, Up, , 10601.9300, 
30/04/2001, Up, Up, , 10659.1275, 
01/05/2001, Up, Up, , 10716.3250, 
02/05/2001, Up, Up, , 10773.5225, 
03/05/2001, Up, Up, , 10830.7200, 
04/05/2001, Up, Up, , 10887.9175, 
05/05/2001, Up, Up, , 10945.1150, 
06/05/2001, Up, Up, , 11002.3125, 
07/05/2001, Up, Up, 11059.51, 11059.51, 12
08/05/2001, Up, Up, , 10973.6725, 
09/05/2001, Down, Up, , 10887.8350, 
10/05/2001, Down, Up, , 10801.9975, 
11/05/2001, Down, Up, 10716.16, 10716.16, 4
12/05/2001, Down, Up, , 10788.186, 
13/05/2001, Down, Up, , 10860.212, 
14/05/2001, Down, Up, , 10932.238, 
15/05/2001, Down, Up, , 11004.264, 
16/05/2001, Up, Up, , 11076.290, 
17/05/2001, Up, Up, , 11148.316, 
18/05/2001, Up, Up, , 11220.342, 
19/05/2001, Up, Up, , 11292.368, 
20/05/2001, Up, Up, , 11364.394, 
21/05/2001, Up, Up, 11436.42, 11436.42, 10
22/05/2001, Up, Up, , 11377.969090909090909090909091, 
23/05/2001, Up, Up, , 11319.518181818181818181818182, 
24/05/2001, Down, Up, , 11261.067272727272727272727273, 
25/05/2001, Down, Up, , 11202.616363636363636363636364, 
26/05/2001, Down, Up, , 11144.165454545454545454545455, 
27/05/2001, Down, Up, , 11085.714545454545454545454545, 
28/05/2001, Down, Up, , 11027.263636363636363636363636, 
29/05/2001, Down, Up, , 10968.812727272727272727272727, 
30/05/2001, Down, Up, , 10910.361818181818181818181818, 
31/05/2001, Down, Up, , 10851.910909090909090909090909, 
01/06/2001, Down, Up, 10793.46, 10793.46, 11
02/06/2001, Down, Up, , 10882.104, 
03/06/2001, Down, Up, , 10970.748, 
04/06/2001, Down, Up, , 11059.392, 
05/06/2001, Up, Up, , 11148.036, 
06/06/2001, Up, Up, 11236.68, 11236.68, 5
07/06/2001, Up, Up, , 11190.516, 
08/06/2001, Down, Up, , 11144.352, 
09/06/2001, Down, Up, , 11098.188, 
10/06/2001, Down, Up, , 11052.024, 
11/06/2001, Down, Up, , 11005.860, 
12/06/2001, Down, Down, , 10959.696, 
13/06/2001, Down, Down, , 10913.532, 
14/06/2001, Down, Down, , 10867.368, 
15/06/2001, Down, Down, , 10821.204, 
16/06/2001, Down, Down, , 10775.040, 
17/06/2001, Down, Down, , 10728.876, 
18/06/2001, Down, Down, , 10682.712, 
19/06/2001, Down, Down, , 10636.548, 
20/06/2001, Down, Down, , 10590.384, 
21/06/2001, Down, Down, , 10544.220, 
22/06/2001, Down, Down, , 10498.056, 
23/06/2001, Down, Down, , 10451.892, 
24/06/2001, Down, Down, , 10405.728, 
25/06/2001, Down, Down, , 10359.564, 
26/06/2001, Down, Down, 10313.4, 10313.4, 20
27/06/2001, Down, Down, , 10524.915, 
28/06/2001, Up, Down, 10736.43, 10736.43, 2
29/06/2001, Up, Down, , 10683.58, 
30/06/2001, Up, Down, , 10630.73, 
01/07/2001, Up, Down, , 10577.88, 
02/07/2001, Up, Down, , 10525.03, 
03/07/2001, Up, Down, , 10472.18, 
04/07/2001, Up, Down, , 10419.33, 
05/07/2001, Up, Down, , 10366.48, 
06/07/2001, Down, Down, , 10313.63, 
07/07/2001, Down, Down, , 10260.78, 
08/07/2001, Down, Down, , 10207.93, 
09/07/2001, Down, Down, , 10155.08, 
10/07/2001, Down, Down, , 10102.23, 
11/07/2001, Down, Down, 10049.38, 10049.38, 13
12/07/2001, Down, Down, , 10137.975, 
13/07/2001, Up, Down, , 10226.570, 
14/07/2001, Up, Down, , 10315.165, 
15/07/2001, Up, Down, , 10403.760, 
16/07/2001, Up, Down, , 10492.355, 
17/07/2001, Up, Down, , 10580.950, 
18/07/2001, Up, Down, , 10669.545, 
19/07/2001, Up, Up, 10758.14, 10758.14, 8
20/07/2001, Up, Up, , 10658.34, 
21/07/2001, Up, Up, , 10558.54, 
22/07/2001, Up, Up, , 10458.74, 
23/07/2001, Down, Up, , 10358.94, 
24/07/2001, Down, Up, , 10259.14, 
25/07/2001, Down, Up, 10159.34, 10159.34, 6
26/07/2001, Down, Up, , 10222.30625, 
27/07/2001, Up, Up, , 10285.27250, 
28/07/2001, Up, Up, , 10348.23875, 
29/07/2001, Up, Up, , 10411.20500, 
30/07/2001, Up, Up, , 10474.17125, 
31/07/2001, Up, Up, , 10537.13750, 
01/08/2001, Up, Up, , 10600.10375, 
02/08/2001, Up, Up, 10663.07, 10663.07, 8
03/08/2001, Up, Up, , 10591.275714285714285714285714, 
04/08/2001, Up, Up, , 10519.481428571428571428571429, 
05/08/2001, Up, Up, , 10447.687142857142857142857143, 
06/08/2001, Down, Up, , 10375.892857142857142857142857, 
07/08/2001, Down, Up, , 10304.098571428571428571428571, 
08/08/2001, Down, Up, , 10232.304285714285714285714286, 
09/08/2001, Down, Up, 10160.51, 10160.51, 7
10/08/2001, Down, Up, , 10222.151666666666666666666667, 
11/08/2001, Down, Up, , 10283.793333333333333333333333, 
12/08/2001, Down, Up, , 10345.435000000000000000000000, 
13/08/2001, Up, Up, , 10407.076666666666666666666667, 
14/08/2001, Up, Up, , 10468.718333333333333333333333, 
15/08/2001, Up, Up, 10530.36, 10530.36, 6
16/08/2001, Down, Up, , 10468.747142857142857142857143, 
17/08/2001, Down, Down, , 10407.134285714285714285714286, 
18/08/2001, Down, Down, , 10345.521428571428571428571429, 
19/08/2001, Down, Down, , 10283.908571428571428571428571, 
20/08/2001, Down, Down, , 10222.295714285714285714285714, 
21/08/2001, Down, Down, , 10160.682857142857142857142857, 
22/08/2001, Down, Down, 10099.07, 10099.07, 7
23/08/2001, Down, Down, , 10178.862, 
24/08/2001, Up, Down, , 10258.654, 
25/08/2001, Up, Down, , 10338.446, 
26/08/2001, Up, Down, , 10418.238, 
27/08/2001, Up, Down, 10498.03, 10498.03, 5
28/08/2001, Up, Down, , 10395.186, 
29/08/2001, Down, Down, , 10292.342, 
30/08/2001, Down, Down, , 10189.498, 
31/08/2001, Down, Down, , 10086.654, 
01/09/2001, Down, Down, , 9983.810, 
02/09/2001, Down, Down, , 9880.966, 
03/09/2001, Down, Down, , 9778.122, 
04/09/2001, Down, Down, , 9675.278, 
05/09/2001, Down, Down, , 9572.434, 
06/09/2001, Down, Down, , 9469.590, 
07/09/2001, Down, Down, , 9366.746, 
08/09/2001, Down, Down, , 9263.902, 
09/09/2001, Down, Down, , 9161.058, 
10/09/2001, Down, Down, , 9058.214, 
11/09/2001, Down, Down, , 8955.370, 
12/09/2001, Down, Down, , 8852.526, 
13/09/2001, Down, Down, , 8749.682, 
14/09/2001, Down, Down, , 8646.838, 
15/09/2001, Down, Down, , 8543.994, 
16/09/2001, Down, Down, , 8441.150, 
17/09/2001, Down, Down, , 8338.306, 
18/09/2001, Down, Down, , 8235.462, 
19/09/2001, Down, Down, , 8132.618, 
20/09/2001, Down, Down, , 8029.774, 
21/09/2001, Down, Down, 7926.93, 7926.93, 25
22/09/2001, Down, Down, , 7988.941153846153846153846154, 
23/09/2001, Down, Down, , 8050.952307692307692307692308, 
24/09/2001, Down, Down, , 8112.963461538461538461538462, 
25/09/2001, Up, Down, , 8174.974615384615384615384615, 
26/09/2001, Up, Down, , 8236.985769230769230769230769, 
27/09/2001, Up, Down, , 8298.996923076923076923076923, 
28/09/2001, Up, Down, , 8361.008076923076923076923077, 
29/09/2001, Up, Down, , 8423.019230769230769230769231, 
30/09/2001, Up, Down, , 8485.030384615384615384615385, 
01/10/2001, Up, Down, , 8547.041538461538461538461538, 
02/10/2001, Up, Down, , 8609.052692307692307692307692, 
03/10/2001, Up, Down, , 8671.063846153846153846153846, 
04/10/2001, Up, Down, , 8733.075000000000000000000000, 
05/10/2001, Up, Down, , 8795.086153846153846153846154, 
06/10/2001, Up, Down, , 8857.097307692307692307692308, 
07/10/2001, Up, Down, , 8919.108461538461538461538462, 
08/10/2001, Up, Down, , 8981.119615384615384615384615, 
09/10/2001, Up, Down, , 9043.130769230769230769230769, 
10/10/2001, Up, Down, , 9105.141923076923076923076923, 
11/10/2001, Up, Down, , 9167.153076923076923076923077, 
12/10/2001, Up, Down, , 9229.164230769230769230769231, 
13/10/2001, Up, Down, , 9291.175384615384615384615385, 
14/10/2001, Up, Down, , 9353.186538461538461538461538, 
15/10/2001, Up, Down, , 9415.197692307692307692307692, 
16/10/2001, Up, Down, , 9477.208846153846153846153846, 
17/10/2001, Up, Down, 9539.22, 9539.22, 26
18/10/2001, Down, Down, , 9283.48, 
19/10/2001, Down, Down, 9027.74, 9027.74, 2
20/10/2001, Down, Down, , 9113.282857142857142857142857, 
21/10/2001, Down, Down, , 9198.825714285714285714285714, 
22/10/2001, Down, Down, , 9284.368571428571428571428571, 
23/10/2001, Up, Down, , 9369.911428571428571428571429, 
24/10/2001, Up, Down, , 9455.454285714285714285714286, 
25/10/2001, Up, Down, , 9540.997142857142857142857143, 
26/10/2001, Up, Up, 9626.54, 9626.54, 7
27/10/2001, Up, Up, , 9520.051666666666666666666667, 
28/10/2001, Up, Up, , 9413.563333333333333333333333, 
29/10/2001, Up, Up, , 9307.075000000000000000000000, 
30/10/2001, Down, Down, , 9200.586666666666666666666667, 
31/10/2001, Down, Down, , 9094.098333333333333333333333, 
01/11/2001, Down, Down, 8987.61, 8987.61, 6
02/11/2001, Down, Down, , 9098.665714285714285714285714, 
03/11/2001, Down, Down, , 9209.721428571428571428571429, 
04/11/2001, Down, Down, , 9320.777142857142857142857143, 
05/11/2001, Up, Down, , 9431.832857142857142857142857, 
06/11/2001, Up, Up, , 9542.888571428571428571428571, 
07/11/2001, Up, Up, , 9653.944285714285714285714286, 
08/11/2001, Up, Up, 9765, 9765, 7
09/11/2001, Up, Up, , 9660.69, 
10/11/2001, Up, Up, , 9556.38, 
11/11/2001, Up, Up, , 9452.07, 
12/11/2001, Down, Up, 9347.76, 9347.76, 4
13/11/2001, Down, Up, , 9446.717142857142857142857143, 
14/11/2001, Up, Up, , 9545.674285714285714285714286, 
15/11/2001, Up, Up, , 9644.631428571428571428571429, 
16/11/2001, Up, Up, , 9743.588571428571428571428571, 
17/11/2001, Up, Up, , 9842.545714285714285714285714, 
18/11/2001, Up, Up, , 9941.502857142857142857142857, 
19/11/2001, Up, Up, 10040.46, 10040.46, 7
20/11/2001, Up, Up, , 9893.455, 
21/11/2001, Down, Up, 9746.45, 9746.45, 2
22/11/2001, Down, Up, , 9808.076, 
23/11/2001, Down, Up, , 9869.702, 
24/11/2001, Down, Up, , 9931.328, 
25/11/2001, Down, Up, , 9992.954, 
26/11/2001, Up, Up, 10054.58, 10054.58, 5
27/11/2001, Up, Up, , 9912.96, 
28/11/2001, Down, Down, , 9771.34, 
29/11/2001, Down, Down, 9629.72, 9629.72, 3
30/11/2001, Down, Down, , 9714.078571428571428571428571, 
01/12/2001, Down, Down, , 9798.437142857142857142857143, 
02/12/2001, Down, Down, , 9882.795714285714285714285714, 
03/12/2001, Down, Down, , 9967.154285714285714285714286, 
04/12/2001, Down, Down, , 10051.512857142857142857142857, 
05/12/2001, Up, Up, , 10135.871428571428571428571429, 
06/12/2001, Up, Up, 10220.23, 10220.23, 7
07/12/2001, Up, Up, , 10150.34375, 
08/12/2001, Up, Up, , 10080.45750, 
09/12/2001, Up, Up, , 10010.57125, 
10/12/2001, Down, Up, , 9940.68500, 
11/12/2001, Down, Up, , 9870.79875, 
12/12/2001, Down, Up, , 9800.91250, 
13/12/2001, Down, Up, , 9731.02625, 
14/12/2001, Down, Up, 9661.14, 9661.14, 8
15/12/2001, Down, Up, , 9701.114285714285714285714286, 
16/12/2001, Down, Up, , 9741.088571428571428571428571, 
17/12/2001, Down, Up, , 9781.062857142857142857142857, 
18/12/2001, Up, Up, , 9821.037142857142857142857143, 
19/12/2001, Up, Up, , 9861.011428571428571428571429, 
20/12/2001, Up, Up, , 9900.985714285714285714285714, 
21/12/2001, Up, Up, , 9940.960000000000000000000000, 
22/12/2001, Up, Up, , 9980.934285714285714285714286, 
23/12/2001, Up, Up, , 10020.908571428571428571428571, 
24/12/2001, Up, Up, , 10060.882857142857142857142857, 
25/12/2001, Up, Up, , 10100.857142857142857142857143, 
26/12/2001, Up, Up, , 10140.831428571428571428571429, 
27/12/2001, Up, Up, , 10180.805714285714285714285714, 
28/12/2001, Up, Up, 10220.78, 10220.78, 14
29/12/2001, Up, Up, , 10154.562, 
30/12/2001, Up, Up, , 10088.344, 
31/12/2001, Up, Up, , 10022.126, 
01/01/2002, Up, Up, , 9955.908, 
02/01/2002, Down, Up, 9889.69, 9889.69, 5
03/01/2002, Down, Up, , 9980.832, 
04/01/2002, Up, Up, , 10071.974, 
05/01/2002, Up, Up, , 10163.116, 
06/01/2002, Up, Up, , 10254.258, 
07/01/2002, Up, Up, 10345.4, 10345.4, 5
08/01/2002, Up, Up, , 10298.093125, 
09/01/2002, Up, Up, , 10250.786250, 
10/01/2002, Down, Up, , 10203.479375, 
11/01/2002, Down, Up, , 10156.172500, 
12/01/2002, Down, Up, , 10108.865625, 
13/01/2002, Down, Up, , 10061.558750, 
14/01/2002, Down, Down, , 10014.251875, 
15/01/2002, Down, Down, , 9966.945000, 
16/01/2002, Down, Down, , 9919.638125, 
17/01/2002, Down, Down, , 9872.331250, 
18/01/2002, Down, Down, , 9825.024375, 
19/01/2002, Down, Down, , 9777.717500, 
20/01/2002, Down, Down, , 9730.410625, 
21/01/2002, Down, Down, , 9683.103750, 
22/01/2002, Down, Down, , 9635.796875, 
23/01/2002, Down, Down, 9588.49, 9588.49, 16
24/01/2002, Down, Down, , 9662.68, 
25/01/2002, Up, Down, , 9736.87, 
26/01/2002, Up, Down, , 9811.06, 
27/01/2002, Up, Down, , 9885.25, 
28/01/2002, Up, Down, 9959.44, 9959.44, 5
29/01/2002, Up, Down, , 9701.38, 
30/01/2002, Down, Down, 9443.32, 9443.32, 2
31/01/2002, Down, Down, , 9733.07, 
01/02/2002, Up, Up, 10022.82, 10022.82, 2
02/02/2002, Up, Up, , 9948.634285714285714285714286, 
03/02/2002, Up, Up, , 9874.448571428571428571428571, 
04/02/2002, Up, Up, , 9800.262857142857142857142857, 
05/02/2002, Down, Up, , 9726.077142857142857142857143, 
06/02/2002, Down, Up, , 9651.891428571428571428571429, 
07/02/2002, Down, Up, , 9577.705714285714285714285714, 
08/02/2002, Down, Up, 9503.52, 9503.52, 7
09/02/2002, Down, Up, , 9601.648333333333333333333333, 
10/02/2002, Down, Up, , 9699.776666666666666666666667, 
11/02/2002, Down, Up, , 9797.905000000000000000000000, 
12/02/2002, Up, Up, , 9896.033333333333333333333333, 
13/02/2002, Up, Up, , 9994.161666666666666666666667, 
14/02/2002, Up, Up, 10092.29, 10092.29, 6
15/02/2002, Up, Up, , 10022.726666666666666666666667, 
16/02/2002, Up, Up, , 9953.163333333333333333333333, 
17/02/2002, Up, Up, , 9883.600000000000000000000000, 
18/02/2002, Up, Up, , 9814.036666666666666666666667, 
19/02/2002, Down, Up, , 9744.473333333333333333333333, 
20/02/2002, Down, Up, 9674.91, 9674.91, 6
21/02/2002, Down, Up, , 9740.7825, 
22/02/2002, Down, Up, , 9806.6550, 
23/02/2002, Down, Up, , 9872.5275, 
24/02/2002, Down, Up, , 9938.4000, 
25/02/2002, Down, Up, , 10004.2725, 
26/02/2002, Up, Up, , 10070.1450, 
27/02/2002, Up, Up, , 10136.0175, 
28/02/2002, Up, Up, , 10201.8900, 
01/03/2002, Up, Up, , 10267.7625, 
02/03/2002, Up, Up, , 10333.6350, 
03/03/2002, Up, Up, , 10399.5075, 
04/03/2002, Up, Up, , 10465.3800, 
05/03/2002, Up, Up, , 10531.2525, 
06/03/2002, Up, Up, , 10597.1250, 
07/03/2002, Up, Up, , 10662.9975, 
08/03/2002, Up, Up, 10728.87, 10728.87, 16
09/03/2002, Up, Up, , 10677.586666666666666666666667, 
10/03/2002, Up, Up, , 10626.303333333333333333333333, 
11/03/2002, Up, Up, , 10575.020000000000000000000000, 
12/03/2002, Up, Up, , 10523.736666666666666666666667, 
13/03/2002, Down, Up, , 10472.453333333333333333333333, 
14/03/2002, Down, Up, 10421.17, 10421.17, 6
15/03/2002, Down, Up, , 10481.492, 
16/03/2002, Down, Up, , 10541.814, 
17/03/2002, Down, Up, , 10602.136, 
18/03/2002, Up, Up, , 10662.458, 
19/03/2002, Up, Up, 10722.78, 10722.78, 5
20/03/2002, Up, Up, , 10652.904285714285714285714286, 
21/03/2002, Down, Down, , 10583.028571428571428571428571, 
22/03/2002, Down, Down, , 10513.152857142857142857142857, 
23/03/2002, Down, Down, , 10443.277142857142857142857143, 
24/03/2002, Down, Down, , 10373.401428571428571428571429, 
25/03/2002, Down, Down, , 10303.525714285714285714285714, 
26/03/2002, Down, Down, 10233.65, 10233.65, 7
27/03/2002, Down, Down, , 10385.565, 
28/03/2002, Up, Down, 10537.48, 10537.48, 2
29/03/2002, Up, Down, , 10493.158181818181818181818182, 
30/03/2002, Up, Down, , 10448.836363636363636363636364, 
31/03/2002, Up, Down, , 10404.514545454545454545454545, 
01/04/2002, Up, Down, , 10360.192727272727272727272727, 
02/04/2002, Down, Down, , 10315.870909090909090909090909, 
03/04/2002, Down, Down, , 10271.549090909090909090909091, 
04/04/2002, Down, Down, , 10227.227272727272727272727273, 
05/04/2002, Down, Down, , 10182.905454545454545454545455, 
06/04/2002, Down, Down, , 10138.583636363636363636363636, 
07/04/2002, Down, Down, , 10094.261818181818181818181818, 
08/04/2002, Down, Down, 10049.94, 10049.94, 11
09/04/2002, Down, Down, , 10243.685, 
10/04/2002, Up, Down, 10437.43, 10437.43, 2
11/04/2002, Up, Down, , 10357.524, 
12/04/2002, Down, Down, , 10277.618, 
13/04/2002, Down, Down, , 10197.712, 
14/04/2002, Down, Down, , 10117.806, 
15/04/2002, Down, Down, 10037.9, 10037.9, 5
16/04/2002, Down, Down, , 10208.705, 
17/04/2002, Up, Down, 10379.51, 10379.51, 2
18/04/2002, Up, Down, , 10328.48, 
19/04/2002, Up, Down, , 10277.45, 
20/04/2002, Up, Down, , 10226.42, 
21/04/2002, Up, Down, , 10175.39, 
22/04/2002, Up, Down, , 10124.36, 
23/04/2002, Down, Down, , 10073.33, 
24/04/2002, Down, Down, , 10022.30, 
25/04/2002, Down, Down, , 9971.27, 
26/04/2002, Down, Down, , 9920.24, 
27/04/2002, Down, Down, , 9869.21, 
28/04/2002, Down, Down, , 9818.18, 
29/04/2002, Down, Down, 9767.15, 9767.15, 12
30/04/2002, Down, Down, , 9905.746666666666666666666667, 
01/05/2002, Up, Down, , 10044.343333333333333333333333, 
02/05/2002, Up, Down, 10182.94, 10182.94, 3
03/05/2002, Up, Down, , 10096.298, 
04/05/2002, Up, Down, , 10009.656, 
05/05/2002, Up, Down, , 9923.014, 
06/05/2002, Down, Down, , 9836.372, 
07/05/2002, Down, Down, 9749.73, 9749.73, 5
08/05/2002, Down, Down, , 9814.819, 
09/05/2002, Down, Down, , 9879.908, 
10/05/2002, Down, Down, , 9944.997, 
11/05/2002, Down, Down, , 10010.086, 
12/05/2002, Down, Down, , 10075.175, 
13/05/2002, Down, Down, , 10140.264, 
14/05/2002, Up, Up, , 10205.353, 
15/05/2002, Up, Up, , 10270.442, 
16/05/2002, Up, Up, , 10335.531, 
17/05/2002, Up, Up, 10400.62, 10400.62, 10
18/05/2002, Up, Up, , 10358.798928571428571428571429, 
19/05/2002, Up, Up, , 10316.977857142857142857142857, 
20/05/2002, Up, Up, , 10275.156785714285714285714286, 
21/05/2002, Down, Up, , 10233.335714285714285714285714, 
22/05/2002, Down, Up, , 10191.514642857142857142857143, 
23/05/2002, Down, Up, , 10149.693571428571428571428571, 
24/05/2002, Down, Up, , 10107.872500000000000000000000, 
25/05/2002, Down, Up, , 10066.051428571428571428571429, 
26/05/2002, Down, Up, , 10024.230357142857142857142857, 
27/05/2002, Down, Up, , 9982.409285714285714285714286, 
28/05/2002, Down, Up, , 9940.588214285714285714285714, 
29/05/2002, Down, Up, , 9898.767142857142857142857143, 
30/05/2002, Down, Up, , 9856.946071428571428571428571, 
31/05/2002, Down, Up, , 9815.125000000000000000000000, 
01/06/2002, Down, Up, , 9773.303928571428571428571429, 
02/06/2002, Down, Up, , 9731.482857142857142857142857, 
03/06/2002, Down, Down, , 9689.661785714285714285714286, 
04/06/2002, Down, Down, , 9647.840714285714285714285714, 
05/06/2002, Down, Down, , 9606.019642857142857142857143, 
06/06/2002, Down, Down, , 9564.198571428571428571428571, 
07/06/2002, Down, Down, , 9522.377500000000000000000000, 
08/06/2002, Down, Down, , 9480.556428571428571428571429, 
09/06/2002, Down, Down, , 9438.735357142857142857142857, 
10/06/2002, Down, Down, , 9396.914285714285714285714286, 
11/06/2002, Down, Down, , 9355.093214285714285714285714, 
12/06/2002, Down, Down, , 9313.272142857142857142857143, 
13/06/2002, Down, Down, , 9271.451071428571428571428571, 
14/06/2002, Down, Down, 9229.63, 9229.63, 28
15/06/2002, Down, Down, , 9366.18, 
16/06/2002, Down, Down, , 9502.73, 
17/06/2002, Down, Down, , 9639.28, 
18/06/2002, Up, Down, 9775.83, 9775.83, 4
19/06/2002, Up, Down, , 9657.84125, 
20/06/2002, Down, Down, , 9539.85250, 
21/06/2002, Down, Down, , 9421.86375, 
22/06/2002, Down, Down, , 9303.87500, 
23/06/2002, Down, Down, , 9185.88625, 
24/06/2002, Down, Down, , 9067.89750, 
25/06/2002, Down, Down, , 8949.90875, 
26/06/2002, Down, Down, 8831.92, 8831.92, 8
27/06/2002, Down, Down, , 9133.68, 
28/06/2002, Up, Down, 9435.44, 9435.44, 2
29/06/2002, Up, Down, , 9314.93, 
30/06/2002, Up, Down, , 9194.42, 
01/07/2002, Up, Down, , 9073.91, 
02/07/2002, Down, Down, , 8953.40, 
03/07/2002, Down, Down, 8832.89, 8832.89, 5
04/07/2002, Down, Down, , 8952.928, 
05/07/2002, Down, Down, , 9072.966, 
06/07/2002, Down, Down, , 9193.004, 
07/07/2002, Down, Down, , 9313.042, 
08/07/2002, Up, Down, 9433.08, 9433.08, 5
09/07/2002, Up, Down, , 9311.608125, 
10/07/2002, Down, Down, , 9190.136250, 
11/07/2002, Down, Down, , 9068.664375, 
12/07/2002, Down, Down, , 8947.192500, 
13/07/2002, Down, Down, , 8825.720625, 
14/07/2002, Down, Down, , 8704.248750, 
15/07/2002, Down, Down, , 8582.776875, 
16/07/2002, Down, Down, , 8461.305000, 
17/07/2002, Down, Down, , 8339.833125, 
18/07/2002, Down, Down, , 8218.361250, 
19/07/2002, Down, Down, , 8096.889375, 
20/07/2002, Down, Down, , 7975.417500, 
21/07/2002, Down, Down, , 7853.945625, 
22/07/2002, Down, Down, , 7732.473750, 
23/07/2002, Down, Down, , 7611.001875, 
24/07/2002, Down, Down, 7489.53, 7489.53, 16
25/07/2002, Down, Down, , 7709.085, 
26/07/2002, Down, Down, , 7928.640, 
27/07/2002, Down, Down, , 8148.195, 
28/07/2002, Down, Down, , 8367.750, 
29/07/2002, Down, Down, , 8587.305, 
30/07/2002, Up, Down, 8806.86, 8806.86, 6
31/07/2002, Up, Down, , 8670.955, 
01/08/2002, Down, Down, , 8535.050, 
02/08/2002, Down, Down, , 8399.145, 
03/08/2002, Down, Down, , 8263.240, 
04/08/2002, Down, Down, , 8127.335, 
05/08/2002, Down, Down, 7991.43, 7991.43, 6
06/08/2002, Down, Down, , 8199.8025, 
07/08/2002, Up, Down, , 8408.1750, 
08/08/2002, Up, Down, , 8616.5475, 
09/08/2002, Up, Up, 8824.92, 8824.92, 4
10/08/2002, Up, Up, , 8800.795555555555555555555556, 
11/08/2002, Up, Up, , 8776.671111111111111111111111, 
12/08/2002, Up, Up, , 8752.546666666666666666666667, 
13/08/2002, Up, Up, , 8728.422222222222222222222222, 
14/08/2002, Down, Up, , 8704.297777777777777777777778, 
15/08/2002, Down, Up, , 8680.173333333333333333333333, 
16/08/2002, Down, Up, , 8656.048888888888888888888889, 
17/08/2002, Down, Up, , 8631.924444444444444444444444, 
18/08/2002, Down, Up, , 8607.800000000000000000000000, 
19/08/2002, Down, Up, , 8583.675555555555555555555556, 
20/08/2002, Down, Up, , 8559.551111111111111111111111, 
21/08/2002, Down, Up, , 8535.426666666666666666666667, 
22/08/2002, Down, Up, , 8511.302222222222222222222222, 
23/08/2002, Down, Up, , 8487.177777777777777777777778, 
24/08/2002, Down, Up, , 8463.053333333333333333333333, 
25/08/2002, Down, Up, , 8438.928888888888888888888889, 
26/08/2002, Down, Up, , 8414.804444444444444444444444, 
27/08/2002, Down, Up, , 8390.680000000000000000000000, 
28/08/2002, Down, Up, , 8366.555555555555555555555556, 
29/08/2002, Down, Up, , 8342.431111111111111111111111, 
30/08/2002, Down, Up, , 8318.306666666666666666666667, 
31/08/2002, Down, Up, , 8294.182222222222222222222222, 
01/09/2002, Down, Up, , 8270.057777777777777777777778, 
02/09/2002, Down, Up, , 8245.933333333333333333333333, 
03/09/2002, Down, Up, , 8221.808888888888888888888889, 
04/09/2002, Down, Up, , 8197.684444444444444444444444, 
05/09/2002, Down, Up, 8173.56, 8173.56, 27
06/09/2002, Down, Up, , 8272.603333333333333333333333, 
07/09/2002, Down, Up, , 8371.646666666666666666666667, 
08/09/2002, Down, Up, , 8470.690000000000000000000000, 
09/09/2002, Down, Up, , 8569.733333333333333333333333, 
10/09/2002, Down, Up, , 8668.776666666666666666666667, 
11/09/2002, Up, Up, 8767.82, 8767.82, 6
12/09/2002, Up, Up, , 8678.508461538461538461538462, 
13/09/2002, Down, Up, , 8589.196923076923076923076923, 
14/09/2002, Down, Up, , 8499.885384615384615384615385, 
15/09/2002, Down, Up, , 8410.573846153846153846153846, 
16/09/2002, Down, Up, , 8321.262307692307692307692308, 
17/09/2002, Down, Down, , 8231.950769230769230769230769, 
18/09/2002, Down, Down, , 8142.639230769230769230769231, 
19/09/2002, Down, Down, , 8053.327692307692307692307692, 
20/09/2002, Down, Down, , 7964.016153846153846153846154, 
21/09/2002, Down, Down, , 7874.7046153846153846153846154, 
22/09/2002, Down, Down, , 7785.3930769230769230769230769, 
23/09/2002, Down, Down, , 7696.0815384615384615384615385, 
24/09/2002, Down, Down, 7606.77, 7606.77, 13
25/09/2002, Down, Down, , 7846.815, 
26/09/2002, Up, Down, 8086.86, 8086.86, 2
27/09/2002, Up, Down, , 7920.715, 
28/09/2002, Up, Down, , 7754.570, 
29/09/2002, Up, Down, , 7588.425, 
30/09/2002, Down, Down, 7422.28, 7422.28, 4
01/10/2002, Down, Down, , 7709.525, 
02/10/2002, Up, Down, 7996.77, 7996.77, 2
03/10/2002, Up, Down, , 7894.8575, 
04/10/2002, Down, Down, , 7792.9450, 
05/10/2002, Down, Down, , 7691.0325, 
06/10/2002, Down, Down, , 7589.1200, 
