Date, Closing Balance, Open Profit, Current Equity, Projected Equity Curve, ICAGR
19971216, 30700.421874999999999999999999, 23.43750, 30723.859374999999999999999999, 32260.1448589423, 0.0229771637909495
19971217, 30700.421874999999999999999999, -8.81250, 30691.609374999999999999999999, 32266.3280938401, 0.0219072387396487
19971218, 30700.421874999999999999999999, 43.96875, 30744.390624999999999999999999, 32272.5125138657, 0.0234969612621497
19971219, 30700.421874999999999999999999, 84.93750, 30785.359374999999999999999999, 32278.6981192463, 0.024708732554476
19971222, 30700.421874999999999999999999, 96.65625, 30797.078124999999999999999999, 32297.2620497896, 0.024877260744622
19971223, 30700.421874999999999999999999, 93.75000, 30794.171874999999999999999999, 32303.4523988623, 0.0247235128265812
19971224, 30700.421874999999999999999999, 82.03125, 30782.453124999999999999999999, 32309.6439344263, 0.0243003960683243
19971226, 30700.421874999999999999999999, 84.93750, 30785.359374999999999999999999, 32322.0305659379, 0.0242641024056808
19971229, 30761.921874999999999999999999, 0.0, 30761.921874999999999999999999, 32340.6194175772, 0.0233687701976281
19971230, 30761.921874999999999999999999, 0.0, 30761.921874999999999999999999, 32346.8180768664, 0.0233093076780413
31/12/1997, 30761.921874999999999999999999, 0.0, 30761.921874999999999999999999, 32353.0179242397, 0.0232501469986554
The ICAGR = 0.0232501469986554
The ending equity was:30761.921874999999999999999999
The Largest Percent Draw Down was: 1.11558604559729 on 28/10/1997
The Bliss is: 2.08411956123091
The Sharpe Ratio is: -4.12198556369983
